ArtistName,ArtistUniqueID ,ArtistNationality,ArtistGender,ArtistRace,ArtistEthnicity,TitleofWork,EditionNumber,YearofPublication,PartinText,ChapterTitle,StartDateofWork,EndDateofWork,Circa,Medium,HeightofActualWork(in),HeightofActualWork(cm),WidthofActualWork(in),WidthofActualWork(cm),HeightofWorkinJanson(in inches),HeightofWorkinJanson(cm),WidthofWorkinJanson(in),WidthofWorkinJanson(cm),LengthofText(in),LengthofText(cm),WidthofText(in),WidthofText(cm),AreaActualWork(cm^2),AreaWorkinJanson(cm^2),AreaTextinJanson(cm^2),AreaRatioWork/Figure,WorkinTextinColor,LocationasCataloguedinJanson,,,,,
Jerry Uelsmann,131,American,Male,White,Not Hispanic or Latinx,Untitled,5,1995,4,Twentieth-Century Photography,1972,1972,1,Photograph ,N/A,#VALUE!,N/A,#VALUE!,4.25,10.795,2.875,7.3025,3.375,8.5725,3.5,8.89,#VALUE!,78.8304875,76.209525,#VALUE!,0,Collection the artist,,,,,
Jerry Uelsmann,131,American,Male,White,Not Hispanic or Latinx,Untitled,6,2001,4,Twentieth-Century Photography,1972,1972,1,Photograph,N/A,#VALUE!,N/A,#VALUE!,4.25,10.795,3,7.62,3.75,9.525,3.5,8.89,#VALUE!,82.2579,84.67725,#VALUE!,0,Collection the artist,,,,,
Joan Miró,132,Spanish,Male,White,Hispanic or Latinx,Composition,1,1963,4,Twentieth-Century Painting and Sculpture,1933,1933,0,Oil on canvas,51.25,130.175,63.5,161.29,2.625,6.6675,3.25,8.255,2.5,6.35,3.25,8.255,20995.92575,55.0402125,52.41925,381.4652015,0,"Wadsworth Atheneum, Hartford, CT, US",,,,,
Joan Miró,132,Spanish,Male,White,Hispanic or Latinx,Composition,1.1,1969,4,Twentieth-Century Painting and Sculpture,1933,1933,0,Oil on canvas,51.25,130.175,63.5,161.29,2.625,6.6675,3.25,8.255,2.5,6.35,3.25,8.255,20995.92575,55.0402125,52.41925,381.4652015,0,"Wadsworth Atheneum, Hartford, CT, US",,,,,
Joan Miró,132,Spanish,Male,White,Hispanic or Latinx,Composition,2,1977,4,Twentieth-Century Painting and Sculpture,1933,1933,0,Oil on canvas,51.25,130.175,63.5,161.29,7.625,19.3675,9.5,24.13,2.5,6.35,3.25,8.255,20995.92575,467.337775,52.41925,44.92666091,1,"Wadsworth Atheneum, Hartford, CT, US",,,,,
Joan Miró,132,Spanish,Male,White,Hispanic or Latinx,Composition  ,3,1986,4,Twentieth-Century Painting and Sculpture,1933,1933,0,Oil on canvas,51.25,130.175,63.5,161.29,7.625,19.3675,9.5,24.13,2.5,6.35,3.5,8.89,20995.92575,467.337775,56.4515,44.92666091,1,"Wadsworth Atheneum, Hartford, CT, US",,,,,
Joan Miró,132,Spanish,Male,White,Hispanic or Latinx,Composition,4,1991,4,Twentieth-Century Painting  ,1933,1933,0,Oil on canvas,51.25,130.175,63.5,161.29,4.5,11.43,5.75,14.605,2.5,6.35,3.5,8.89,20995.92575,166.93515,56.4515,125.7729469,1,"Wadsworth Atheneum, Hartford, CT, US",,,,,
Joan Miró,132,Spanish,Male,White,Hispanic or Latinx,Painting,5,1995,4,Twentieth-Century Painting  ,1933,1933,0,Oil on canvas,51.25,130.175,63.5,161.29,4.5,11.43,5.75,14.605,2.5,6.35,3.5,8.89,20995.92575,166.93515,56.4515,125.7729469,1,"Wadsworth Atheneum, Hartford, CT, US",,,,,
Joan Miró,132,Spanish,Male,White,Hispanic or Latinx,Composition  ,6,2001,4,Twentieth-Century Painting  ,1933,1933,0,Oil on canvas,51.25,130.175,63.5,161.29,3,7.62,3.625,9.2075,2.75,6.985,3.5,8.89,20995.92575,70.16115,62.09665,299.2528736,1,"Wadsworth Atheneum, Hartford, CT, US",,,,,
Joan Miró,132,Spanish,Male,White,Hispanic or Latinx,Composition  ,7,2007,4,Art Between the Wars,1933,1933,0,Oil on canvas,51.25,130.175,63.5,161.29,3.75,9.525,4.625,11.7475,4.75,12.065,3.5,8.89,20995.92575,111.8949375,107.25785,187.6396396,1,"Peggy Guggenheim Collection, Venice, Italy",,,,,
Joan Miró,132,Spanish,Male,White,Hispanic or Latinx,Composition,8,2011,4,Art Between the Wars,1933,1933,0,Oil on canvas,51.25,130.175,63.5,161.29,4,10.16,5,12.7,4.75,12.065,3.5,8.89,20995.92575,129.032,107.25785,162.71875,1,"Wadsworth Atheneum, Hartford, Connecticut, US",,,,,
Joanne Leonard,133,American,Female,White,Not Hispanic or Latinx,"Romanticism Is Ultimately Fatal, from ""Dreams and Nightmares""",3,1986,4,Twentieth-Century Photography,1982,1982,0,Positive transparency selectively opaqued with collage,9.75,24.765,9.25,23.495,4.5,11.43,4.75,12.065,2,5.08,3.5,8.89,581.853675,137.90295,45.1612,4.219298246,0,"Collection M. Neri, Benica, CA, US",,,,,
Joanne Leonard,133,American,Female,White,Not Hispanic or Latinx,"Romanticism Is Ultimately Fatal, from ""Dreams and Nightmares""",4,1991,4,Twentieth-Century Photography,1982,1982,0,Positive transparency selectively opaqued with collage,9.75,24.765,9.25,23.495,4.5,11.43,4.75,12.065,2,5.08,3.5,8.89,581.853675,137.90295,45.1612,4.219298246,0,"Collection M. Neri, Benicia, CA, US",,,,,
Joanne Leonard,133,American,Female,White,Not Hispanic or Latinx,"Romanticism Is Ultimately Fatal, from ""Dreams and Nightmares""",5,1995,4,Twentieth-Century Photography,1982,1982,0,Positive transparency selectively opaqued with collage,9.75,24.765,9.25,23.495,4.5,11.43,4.75,12.065,2,5.08,3.5,8.89,581.853675,137.90295,45.1612,4.219298246,0,"Collection M. Neri, Benicia, CA",,,,,
Joanne Leonard,133,American,Female,White,Not Hispanic or Latinx,"Romanticism Is Ultimately Fatal, from ""Dreams and Nightmares""",6,2001,4,Twentieth-Century Photography,1982,1982,0,Postive transparency selectively opaqued with collage,9.75,24.765,9.25,23.495,4.5,11.43,4.625,11.7475,1.75,4.445,3.5,8.89,581.853675,134.273925,39.51605,4.333333333,0,"Collection M. Neri, Benicia, California, US",,,,,
Johann Heinrich Wilhelm Tischbein,134,German,Male,White,Not Hispanic or Latinx,Goethe in the Compagna,6,2001,4,Neoclassicism and Romanticism,1787,1787,0,Oil on canvas,64.625,164.1475,81.125,206.0575,2.625,6.6675,3.375,8.5725,12.75,32.385,3.5,8.89,33823.82348,57.15714375,287.90265,591.7689594,1,"Stadelsches Kunstinstitut, Frankfurt, Germany",,,,,
John Cage,135,American,Male,White,Not Hispanic or Latinx,"Aria, Voice (any range)",6,2001,4,Twentieth-Century Painting  ,1960,1960,0,N/A,N/A,#VALUE!,N/A,#VALUE!,2.75,6.985,7,17.78,4,10.16,3.5,8.89,#VALUE!,124.1933,90.3224,#VALUE!,1,N/A,,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,Hampstead Heath,1,1963,4,Neoclassicism and Romanticism,1821,1821,0,Oil sketch,10,25.4,12,30.48,4.25,10.795,5.125,13.0175,3.5,8.89,3.25,8.255,774.192,140.5239125,73.38695,5.509325681,0,"City Art Galleries, Manchester, UK",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,Stoke-by-Nayland,1,1963,4,Neoclassicism and Romanticism,1836,1836,0,Oil on canvas,49.5,125.73,66.5,168.91,4,10.16,5.25,13.335,0.625,1.5875,3.25,8.255,21237.0543,135.4836,13.1048125,156.75,0,"The Art Institute of Chicago, Chicago, IL, US",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,Hampstead Heath,1.1,1969,4,Neoclassicism and Romanticism,1821,1821,0,Oil sketch,10,25.4,12,30.48,4.25,10.795,5.125,13.0175,3.5,8.89,3.25,8.255,774.192,140.5239125,73.38695,5.509325681,0,"City Art Galleries, Manchester, UK",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,Stoke-by-Nayland,1.1,1969,4,Neoclassicism and Romanticism,1836,1836,0,Oil on canvas,49.5,125.73,66.5,168.91,4,10.16,5.25,13.335,0.625,1.5875,3.25,8.255,21237.0543,135.4836,13.1048125,156.75,0,"The Art Institute of Chicago, Chicago, IL, US",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,Hampstead Heath,2,1977,4,Neoclassicism and Romanticism,1821,1821,0,Oil sketch,10,25.4,12,30.48,5.25,13.335,4.25,10.795,4,10.16,3.25,8.255,774.192,143.951325,83.8708,5.378151261,0,"City Art Galleries, Manchester, UK",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,Stoke-by-Nayland,2,1977,4,Neoclassicism and Romanticism,1836,1836,0,Oil on canvas,49.5,125.73,66.5,168.91,5.25,13.335,4,10.16,1,2.54,3.25,8.255,21237.0543,135.4836,20.9677,156.75,0,"The Art Institute of Chicago, Chicago, IL, US",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,Hampstead Heath,3,1986,4,Neoclassicism and Romanticism,1821,1821,0,Oil sketch,10,25.4,12,30.48,2.875,7.3025,3.5,8.89,2.25,5.715,3.5,8.89,774.192,64.919225,50.80635,11.92546584,0,"City Art Galleries, Manchester, UK",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,Stoke-by-Nayland,3,1986,4,Neoclassicism and Romanticism,1836,1836,0,Oil on canvas,49.5,125.73,66.5,168.91,4,10.16,5.25,13.335,2,5.08,3.5,8.89,21237.0543,135.4836,45.1612,156.75,0,"The Art Institute of Chicago, Chicago, IL, US",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,Hampstead Heath,4,1991,4,Neoclassicism and Romanticism,1821,1821,0,Oil sketch,10,25.4,12,30.48,3.75,9.525,4.5,11.43,3,7.62,3.5,8.89,774.192,108.87075,67.7418,7.111111111,1,"City Art Galleries, Manchester, England",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,The Haywain (Landscape: Noon),4,1991,4,Neoclassicism and Romanticism,1821,1821,0,Oil on canvas,51.25,130.175,73,185.42,3.75,9.525,5.375,13.6525,3.25,8.255,3.5,8.89,24137.0485,130.0400625,73.38695,185.6124031,1,"The National Gallery, London, UK",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,Hampstead Heath,5,1995,4,Neoclassicism and Romanticism,1821,1821,0,"Oil sketch on paper, mounted on canvas",10,25.4,12,30.48,3.75,9.525,4.5,11.43,4.75,12.065,3.5,8.89,774.192,108.87075,107.25785,7.111111111,1,"City Art Galleries, Manchester, UK",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,Salisbury Cathedral from the Meadows,5,1995,4,Neoclassicism and Romanticism,1829,1834,0,Oil on canvas,59.75,151.765,74.75,189.865,5.625,14.2875,7.125,18.0975,5.25,13.335,3.5,8.89,28814.86173,258.5680313,118.54815,111.4401559,1,"Private Collection, on loan to the National Gallery, London, UK",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,The Haywain (Landscape: Noon),5,1995,4,Neoclassicism and Romanticism,1821,1821,0,Oil on canvas,51.25,130.175,73,185.42,3.75,9.525,5.25,13.335,1.75,4.445,3.5,8.89,24137.0485,127.015875,39.51605,190.031746,1,"The National Gallery, London, UK",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,Salisbury Cathedral from the Meadows,6,2001,4,Neoclassicism and Romanticism,1829,1834,0,Oil on canvas,59.75,151.765,74.75,189.865,5.625,14.2875,7.125,18.0975,5.25,13.335,3.5,8.89,28814.86173,258.5680313,118.54815,111.4401559,1,"Private collection, on loan to the National Gallery, London, UK",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,The Haywain (Landscape: Noon),6,2001,4,Neoclassicism and Romanticism,1821,1821,0,Oil on canvas,51.25,130.175,73,185.42,3.75,9.525,5.25,13.335,6.25,15.875,3.5,8.89,24137.0485,127.015875,141.12875,190.031746,1,"The National Gallery, London, UK",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,Salisbury Cathedral from the Meadows,7,2007,4,Art in the Age of the Romanticism,1829,1834,0,Oil on canvas,59.75,151.765,74.25,188.595,6,15.24,7.625,19.3675,4.75,12.065,3.5,8.89,28622.12018,295.1607,107.25785,96.97131148,1,"Private Collection, on Loan to the National Gallery, London, UK",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,The Haywain (Landscape: Noon),7,2007,4,Art in the Age of the Romanticism,1821,1821,0,Oil on canvas,51.25,130.175,73,185.42,5,12.7,7.125,18.0975,10,25.4,3.5,8.89,24137.0485,229.83825,225.806,105.0175439,1,"The National Gallery, London, UK",,,,,
John Constable,136,British,Male,White,Not Hispanic or Latinx,The Haywain (Landscape: Noon),8,2011,4,Art in the Age of the Romanticism,1821,1821,0,Oil on canvas,51.25,130.175,73,185.42,5.5,13.97,7.75,19.685,10.5,26.67,3.5,8.89,24137.0485,274.99945,237.0963,87.771261,1,"The National Gallery, London, UK",,,,,
John Cotman,137,British,Male,White,Not Hispanic or Latinx,Durham Cathedral,5,1995,4,Neoclassicism and Romanticism,1805,1805,0,Watercolor on paper,17.25,43.815,13,33.02,4.5,11.43,3.5,8.89,5.25,13.335,3.5,8.89,1446.7713,101.6127,118.54815,14.23809524,1,"The British Museum, London, UK",,,,,
John Cotman,137,British,Male,White,Not Hispanic or Latinx,Durham Cathedral,6,2001,4,Neoclassicism and Romanticism,1805,1805,0,Watercolor on paper,17.25,43.815,13,33.02,4.5,11.43,3.5,8.89,4.5,11.43,3.5,8.89,1446.7713,101.6127,101.6127,14.23809524,1,"The British Museum, London, UK",,,,,
John Everett Millais,138,British,Male,White,Not Hispanic or Latinx,Christ in the Carpenter's Shop (Christ in the House of His Parents),7,2007,4,"The Age of Positivism: Realism, Impressionism, and the Pre-Raphealites",1849,1850,0,Oil on canvas,34,86.36,55,139.7,3,7.62,4.875,12.3825,4.25,10.795,3.5,8.89,12064.492,94.35465,95.96755,127.8632479,1,"The Tate Gallery, London, UK",,,,,
John Everett Millais,138,British,Male,White,Not Hispanic or Latinx,Christ in the Carpenter's Shop (Christ in the House of His Parents),8,2011,4,"The Age of Positivism: Realism, Impressionism, and the Pre-Raphealites",1849,1850,0,Oil on canvas,34,86.36,55,139.7,3.75,9.525,6,15.24,4.375,11.1125,3.5,8.89,12064.492,145.161,98.790125,83.11111111,1,"The Tate Gallery, London, UK",,,,,
John Heartfield,139,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",3,1986,4,Twentieth-Century Photography,1934,1934,0,"Poster, photomontage",N/A,#VALUE!,N/A,#VALUE!,4.625,11.7475,3.25,8.255,2,5.08,3.5,8.89,#VALUE!,96.9756125,45.1612,#VALUE!,0,"Akademie dur Kunste, Heartfield Archive, West Berlin, Germany",,,,,
John Heartfield,139,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",4,1991,4,Twentieth-Century Photography,1934,1934,0,"Poster, photomontage",N/A,#VALUE!,N/A,#VALUE!,4.75,12.065,3.25,8.255,2,5.08,3.5,8.89,#VALUE!,99.596575,45.1612,#VALUE!,0,"Akademie der Künste, Heartfield Archiv, Berlin, Germany",,,,,
John Heartfield,139,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",5,1995,4,Twentieth-Century Photography,1934,1934,0,"Poster, photomontage",N/A,#VALUE!,N/A,#VALUE!,4.625,11.7475,3.25,8.255,2,5.08,3.5,8.89,#VALUE!,96.9756125,45.1612,#VALUE!,0,"Akademie der Künste, John Heartfield Archiv, Berlin, Germany",,,,,
John Heartfield,139,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",6,2001,4,Twentieth-Century Photography,1934,1934,0,"Poster, photomontage",N/A,#VALUE!,N/A,#VALUE!,4.625,11.7475,3.25,8.255,2,5.08,3.5,8.89,#VALUE!,96.9756125,45.1612,#VALUE!,0,"Akademie der Künste, John Heartfield Archiv, Berlin, Germany",,,,,
John Heartfield,139,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",7,2007,4,Art Between the Wars,1934,1934,0,"Poster, photomontage",N/A,#VALUE!,N/A,#VALUE!,4.625,11.7475,3.25,8.255,2.25,5.715,3.5,8.89,#VALUE!,96.9756125,50.80635,#VALUE!,1,"Akademie dur Künste, John Heartfield Archiv, Berlin, Germany",,,,,
John Heartfield,139,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",8,2011,4,Art Between the Wars,1934,1934,0,"Poster, photomontage",N/A,#VALUE!,N/A,#VALUE!,5.25,13.335,3.625,9.2075,2.25,5.715,3.5,8.89,#VALUE!,122.7820125,50.80635,#VALUE!,1,"Akademie dur Künste, John Heartfield Archiv, Berlin, Germany",,,,,
Henry Fuseli,140,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,1,1963,4,Neoclassicism and Romanticism,1785,1790,0,Oil on canvas,29.5,74.93,15.25,38.735,4,10.16,3.25,8.255,4,10.16,3.25,8.255,2902.41355,83.8708,83.8708,34.60576923,0,"Detriot Institute of Arts, Detriot, MI, US",,,,,
Henry Fuseli,140,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,1.1,1969,4,Neoclassicism and Romanticism,1785,1790,0,Oil on canvas,29.5,74.93,15.25,38.735,4,10.16,3.25,8.255,4,10.16,3.25,8.255,2902.41355,83.8708,83.8708,34.60576923,0,"Detriot Institute of Arts, Detriot, MI, US",,,,,
Henry Fuseli,140,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,2,1977,4,Neoclassicism and Romanticism,1785,1790,0,Oil on canvas,29.5,74.93,25.25,64.135,4.5,11.43,3.75,9.525,4,10.16,3.25,8.255,4805.63555,108.87075,83.8708,44.14074074,0,"Goethe Museum, Frankfort, Germany",,,,,
Henry Fuseli,140,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,3,1986,4,Neoclassicism and Romanticism,1785,1790,0,Oil on canvas,29.5,74.93,25.25,64.135,4.25,10.795,3.5,8.89,5.5,13.97,3.5,8.89,4805.63555,95.96755,124.1933,50.07563025,0,"Goethe Museum, Frankfort, Germany",,,,,
Henry Fuseli,140,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,4,1991,4,Neoclassicism and Romanticism,1790,1790,1,Oil on canvas,29.5,74.93,25.25,64.135,4.25,10.795,3.5,8.89,6,15.24,3.5,8.89,4805.63555,95.96755,135.4836,50.07563025,0,"Frankfurter Goethe-Museum, Frankfurt, Germany",,,,,
Henry Fuseli,140,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,5,1995,4,Neoclassicism and Romanticism,1790,1790,1,Oil on canvas,29.5,74.93,25.25,64.135,4.125,10.4775,3.5,8.89,6.25,15.875,3.5,8.89,4805.63555,93.144975,141.12875,51.59307359,1,"Frankfurter Goethe-Museum, Frankfurt, Germany",,,,,
Henry Fuseli,140,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,6,2001,4,Neoclassicism and Romanticism,1790,1790,1,Oil on canvas,29.5,74.93,25.25,64.135,4.125,10.4775,3.5,8.89,6.25,15.875,3.5,8.89,4805.63555,93.144975,141.12875,51.59307359,1,"Freies Deutsches Hoschstift-Frankfurter Goethe-Museum, Frankfurt, Germany",,,,,
Henry Fuseli,140,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,7,2007,4,Art in the Age of the Enlightenment,1781,1781,0,Oil on canvas,39.75,100.965,49.5,125.73,4.5,11.43,5.5,13.97,4.75,12.065,3.5,8.89,12694.32945,159.6771,107.25785,79.5,1,"The Detroit Institute of Arts, Detriot, MI, US",,,,,
Henry Fuseli,140,Swiss,Male,White,Not Hispanic or Latinx,Thor Battering the Midgard Serpent,7,2007,4,Art in the Age of the Enlightenment,1790,1790,0,Oil on canvas,51.5,130.81,36.25,92.075,5.375,13.6525,3.75,9.525,13.75,34.925,3.5,8.89,12044.33075,130.0400625,310.48325,92.62015504,1,"Royal Academy of Arts, London, UK",,,,,
Henry Fuseli,140,Swiss,Male,White,Not Hispanic or Latinx,The Nightmare,8,2011,4,Art in the Age of the Enlightenment,1781,1781,0,Oil on canvas,39.75,100.965,49.5,125.73,4.125,10.4775,5.25,13.335,4.75,12.065,3.5,8.89,12694.32945,139.7174625,107.25785,90.85714286,1,"The Detroit Institute of Arts, Detriot, MI, US",,,,,
Henry Fuseli,140,Swiss,Male,White,Not Hispanic or Latinx,Thor Battering the Midgard Serpent,8,2011,4,Art in the Age of the Enlightenment,1790,1790,0,Oil on canvas,51.5,130.81,36.25,92.075,5.25,13.335,3.5,8.89,12.5,31.75,3.5,8.89,12044.33075,118.54815,282.2575,101.5986395,1,"Royal Academy of Arts, London, UK",,,,,
John Singer Sargent,141,American,Male,White,Not Hispanic or Latinx,Mr. and Mrs. I.N. Phelps Stokes,7,2007,4,"The Age of Positivism: Realism, Impressionism, and the Pre-Raphealites",1897,1897,0,Oil on canvas,84.25,213.995,39.75,100.965,6.25,15.875,2.875,7.3025,6,15.24,3.5,8.89,21606.00518,115.9271875,135.4836,186.3756522,1,"The Metropolitan Museum of Art, New York, NY, US",,,,,
John Singer Sargent,141,American,Male,White,Not Hispanic or Latinx,Mr. and Mrs. I.N. Phelps Stokes,8,2011,4,"The Age of Positivism: Realism, Impressionism, and the Pre-Raphealites",1897,1897,0,Oil on canvas,84.25,213.995,39.75,100.965,6.25,15.875,2.875,7.3025,10.25,26.035,3.5,8.89,21606.00518,115.9271875,231.45115,186.3756522,1,"The Metropolitan Museum of Art, New York, NY, US",,,,,
John Singleton Copley,142,American,Male,White,Not Hispanic or Latinx,Mrs. Thomas Boylston,1,1963,4,Neoclassicism and Romanticism,1766,1766,0,Oil on canvas,50.5,128.27,40.5,102.87,4,10.16,3.25,8.255,2.25,5.715,3.25,8.255,13195.1349,83.8708,47.177325,157.3269231,0,"Fogg Art Museum, Harvard University, Cambridge, MA, US",,,,,
John Singleton Copley,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1,1963,4,Neoclassicism and Romanticism,1778,1778,0,Oil on canvas,71.5,181.61,90.25,229.235,3,7.62,3.75,9.525,4,10.16,3.25,8.255,41631.36835,72.5805,83.8708,573.5888889,0,"Museum of Fine Arts, Boston, MA, US",,,,,
John Singleton Copley,142,American,Male,White,Not Hispanic or Latinx,Mrs. Thomas Boylston,1.1,1969,4,Neoclassicism and Romanticism,1766,1766,0,Oil on canvas,50.5,128.27,40.5,102.87,4,10.16,3.25,8.255,2.25,5.715,3.25,8.255,13195.1349,83.8708,47.177325,157.3269231,0,"Fogg Art Museum, Harvard University, Cambridge, MA, US",,,,,
John Singleton Copley,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1.1,1969,4,Neoclassicism and Romanticism,1778,1778,0,Oil on canvas,71.5,181.61,90.25,229.235,3,7.62,3.75,9.525,4,10.16,3.25,8.255,41631.36835,72.5805,83.8708,573.5888889,0,"Museum of Fine Arts, Boston, MA, US",,,,,
John Singleton Copley,142,American,Male,White,Not Hispanic or Latinx,Mrs. Thomas Boylston,2,1977,4,Neoclassicism and Romanticism,1766,1766,0,Oil on canvas,50.5,128.27,40.5,102.87,4.125,10.4775,3.25,8.255,2.25,5.715,3.25,8.255,13195.1349,86.4917625,47.177325,152.5594406,0,"Fogg Art Museum, Harvard University, Cambridge, MA, US",,,,,
John Singleton Copley,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,2,1977,4,Neoclassicism and Romanticism,1778,1778,0,Oil on canvas,72.5,184.15,90.25,229.235,3,7.62,3.75,9.525,4,10.16,3.25,8.255,42213.62525,72.5805,83.8708,581.6111111,0,"Museum of Fine Arts, Boston, MA, US",,,,,
John Singleton Copley,142,American,Male,White,Not Hispanic or Latinx,Mrs. Thomas Boylston,3,1986,4,Neoclassicism and Romanticism,1766,1766,0,Oil on canvas,50.5,128.27,40.5,102.87,3.325,8.4455,2.75,6.985,2,5.08,3.5,8.89,13195.1349,58.9918175,45.1612,223.6773753,0,"Fogg Art Museum, Harvard University, Cambridge, MA, US",,,,,
John Singleton Copley,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,3,1986,4,Neoclassicism and Romanticism,1778,1778,0,Oil on canvas,72.5,184.15,90.25,229.235,3.325,8.4455,4.25,10.795,4,10.16,3.5,8.89,42213.62525,91.1691725,90.3224,463.0252101,0,"Museum of Fine Arts, Boston, MA, US",,,,,
John Singleton Copley,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,4,1991,4,Neoclassicism and Romanticism,1778,1778,0,Oil on canvas,72.5,184.15,90.25,229.235,5.25,13.335,6.5,16.51,5,12.7,3.5,8.89,42213.62525,220.16085,112.903,191.7399267,1,"Museum of Fine Arts, Boston, MA, US",,,,,
John Singleton Copley,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,5,1995,4,Neoclassicism and Romanticism,1778,1778,0,Oil on canvas,72,182.88,90.25,229.235,5.25,13.335,6.5,16.51,4.75,12.065,3.5,8.89,41922.4968,220.16085,107.25785,190.4175824,1,"Museum of Fine Arts, Boston, MA, US",,,,,
John Singleton Copley,142,American,Male,White,Not Hispanic or Latinx,Paul Revere,6,2001,4,Neoclassicism and Romanticism,1768,1770,1,Oil on canvas,35,88.9,28.5,72.39,4.125,10.4775,3.5,8.89,6,15.24,3.5,8.89,6435.471,93.144975,135.4836,69.09090909,1,"Museum of Fine Arts, Boston, MA, US",,,,,
John Singleton Copley,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,6,2001,4,Neoclassicism and Romanticism,1778,1778,0,Oil on canvas,90.25,229.235,72.5,184.15,5.125,13.0175,6.5,16.51,4,10.16,3.5,8.89,42213.62525,214.918925,90.3224,196.4165103,1,"Museum of Fine Arts, Boston, MA, US",,,,,
John Thomson,143,Scottish,Male,White,Not Hispanic or Latinx,The Crawlers,7,2007,4,"The Age of Positivism: Realism, Impressionism, and the Pre-Raphealites",1877,1878,0,Woodburytype,N/A,#VALUE!,N/A,#VALUE!,4.25,10.795,3.25,8.255,5,12.7,3.5,8.89,#VALUE!,89.112725,112.903,#VALUE!,0,"Victoria and Albert Museum, London, UK",,,,,
John Thomson,143,Scottish,Male,White,Not Hispanic or Latinx,The Crawlers,8,2011,4,"The Age of Positivism: Realism, Impressionism, and the Pre-Raphealites",1877,1878,0,Woodburytype,N/A,#VALUE!,N/A,#VALUE!,4.875,12.3825,3.625,9.2075,1.5,3.81,3.5,8.89,#VALUE!,114.0118688,33.8709,#VALUE!,0,"Victoria and Albert Museum, London, UK",,,,,
José Clemente Orozco,144,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1,1963,4,Twentieth-Century Painting and Sculpture,1936,1936,0,Mural painting,N/A,#VALUE!,N/A,#VALUE!,5.25,13.335,3.25,8.255,1,2.54,3.25,8.255,#VALUE!,110.080425,20.9677,#VALUE!,0,"University of Guadalajara, Mexico",,,,,
José Clemente Orozco,144,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1.1,1969,4,Twentieth-Century Painting and Sculpture,1936,1936,0,Mural painting,N/A,#VALUE!,N/A,#VALUE!,5.25,13.335,3.25,8.255,1,2.54,3.25,8.255,#VALUE!,110.080425,20.9677,#VALUE!,0,"University of Guadalajara, Mexico",,,,,
José Clemente Orozco,144,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),2,1977,4,Twentieth-Century Painting and Sculpture,1936,1936,0,Mural painting,N/A,#VALUE!,N/A,#VALUE!,5.375,13.6525,3.25,8.255,5.75,14.605,3.25,8.255,#VALUE!,112.7013875,120.564275,#VALUE!,0,"University of Guadalajara, Mexico",,,,,
